"Number","Title","Year","Runtime","Genre","Ratings","Director","Total.Vote","Rated","Stars.1","Stars.2","Stars.3"
"1,595.","Setegar gunung batu",1988,98,"Drama",6.1,"Slamet Riyadi",18,"13+","Sophia Latjuba","Hengky Tornando","Lina Budiarty"
"1,596.","Perempuan dalam Pasungan",1980,95,"Drama",6.1,"Ismail Soebardjo",18,"13+","Kiki Amelia","Sjaeful Anwar","Rini S. Bono"
"1,599.","Lewat Tengah Malam",2007,95,"Action",5.2,"Nayato Fio Nuala",32,"SU","Cathrine Wilson","Joanna Alexandra","Andhika Pratama"
"1,601.","Perjanjian Terlarang",1990,79,"Drama",6.9,"B.Z. Kadaryono",30,"SU","Sally Marcellina","Johan Saimima","Wenda Wijaya"
"1,602.","The Wedding & Bebek Betutu",2015,109,"Comedy",6.9,"Hilman Mutasi",30,"SU","Tora Sudiro","Aming Sugandhi","Ananda Omesh"
"1,604.","Empat sekawan",1953,89,"Comedy",3,"Hu",27,"17+","Anwar","Hamid Arief","Salmah"
"1,605.","Langganan",1986,89,"Comedy",3,"Atok Suharto",27,"17+","George Rudy","Advent Bangun","Tuty Wasiat"
"1,606.","Benci Disko",2009,89,"Comedy",3,"Rako Prijanto",27,"17+","Tora Sudiro","Vincent Ryan Rompies","Cewek Arab"
"1,609.","Patriot",2015,80,"Action",5.3,"Verdy Bhawanta",29,"SU","Rizky Hanggono","Dallas Pratama","Winky Wiryawan"
"1,610.","Apanya Dong",1983,80,"Comedy",5.3,"Nya Abbas Akup",29,"SU","Eva Damayanti","Mama Hengky","Kang Ibing"
"1,612.","Bangkit dari Kubur",2012,80,"Horror",5.3,"Nayato Fio Nuala",29,"SU","Mpok Atiek","Sisca Jessica","Reymond Knuliq"
"1,613.","Enak Sama Enak",2012,80,"Comedy",2.3,"Nayato Fio Nuala",15,"SU","Argo Aa Jimmy","Wawan Bakwan","Eko D.J."
"1,617.","Kata Maaf Terakhir",2009,93,"Drama",5.7,"Maruli Ara",8,"SU","Ade Surya Akbar","Rachel Amanda","Maia Estianty"
"1,618.","Komedi Gokil 2",2016,93,"Comedy",8,"Cuk Fk",5,"SU","Indro Warkop","Boris Bokir","Muhadkly Acho"
"1,619.","Red CobeX",2010,105,"Comedy",5.7,"Upi Avianto",32,"SU","Tika Panggabean","Indi Barends","Sellen Fernandez"
"1,620.","Arumi",2018,84,"Horror",4.1,"Nayato Fio Nuala",14,"SU","Nadira Maharani","Melvionita","Ardina Rasti"
"1,621.","Fallin' in Love",2012,95,"Drama",3.8,"Findo Purwono",20,"SU","Adly Fayruz","Mikha Tambayong","Boy William"
"1,622.","Demi Cinta",2017,95,"Comedy",6.7,"Azhar Kinoi Lubis",19,"SU","Ricky Harun","Tora Sudiro","Nasya Marcella"
"1,623.","Kuntilanak-Kuntilanak",2012,77,"Horror",5,"Nayato Fio Nuala",16,"SU","Niken Anjani","Adzwa Aurelline","Rikas Harsa"
"1,624.","Darna ajaib",1980,95,"Fantasy",4.8,"Liliek Sudjio",30,"SU","Hamid Arief","Dian Ariestya","Emilia Djayakusuma"
"1,626.","Noda X",1985,95,"Action",4.8,"Ackyl Anwari",30,"SU","Zainal Abidin","Baron Ahmadi","Eva Arnaz"
"1,630.","Kentut",2011,90,"Comedy",4.8,"Aria Kusumadewa",30,"SU","Deddy Mizwar","Ira Wibowo","Keke Soeryo"
"1,632.","Super Didi",2016,105,"Comedy",7.4,"Hadrah Daeng Ratu",25,"SU","Adis Kayl Yurahmah","Vino G. Bastian","Karina Nadila"
"1,636.","Tujuh Bidadari",2018,90,"Horror",7,"Muhammad Yusuf",10,"17+","Dara Warganegara","Lia Waode","Brigitta Cynthia"
"1,637.","Tujuh wanita dalam tugas rahasia",1983,108,"War",3.1,"Mardaly Sjarif",15,"R13+","Hendra Cipta","Joice Erna","Eddy Wardy"
"1,640.","Melawan badai",1974,105,"Crime",6.6,"Arifin C. Noer",11,"R13+","Sofia W.D.","Farida Arriany","Chaidar Djafar"
"1,641.","Ponirah Terpidana",1984,105,"Crime",6.6,"Slamet Rahardjo",11,"R13+","Nani Vidia","Christine Hakim","Slamet Rahardjo"
"1,642.","Kisah 3 Titik",2013,104,"Drama",4.4,"Bobby Prabowo",6,"R13+","Donny Alamsyah","Hafez Ali","Lola Amaria"
"1,644.","Cinta Pertama",2006,115,"Drama",6.3,"Nayato Fio Nuala",61,"R13+","Bunga Citra Lestari","Ben Joshua","Richard Kevin"
"1,645.","Twisted",2020,88,"Comedy",4.5,"Pamela Bowie",32,"R13+","Yusril Fahriza","Kristo Immanuel","Yudha Keling"
"1,646.","Diskotik DJ",1990,88,"Action",4.5,"Dhany Firdaus",32,"R13+","Ali Albar","Dahono","Debbie Cinthya Dewi"
"1,647.","Si Buta dari Gua Hantu: Lembah Tengkorak",1990,88,"Action",4.5,"Ratno Timoer",32,"R13+","Pitradjaya Burnama","Alba Fuad","S. Parya"
"1,648.","Suster N",2007,134,"Horror",4.5,"Viva Westi",32,"R13+","Atiqah Hasiholan","Wulan Guritno","Bob Seven"
"1,649.","Piduguramudu",1966,134,"Short",6.2,"B. Vittalacharya",17,"R13+","Manimala","Rajanala","Rajashree"
"1,650.","Akibat hamil muda",1993,93,"Short",6.2,"Dhany Firdaus",17,"R13+","Johny Anwar","Ully Artha","F.X. Bambang"
"1,652.","Mother Keder: Emakku Ajaib Bener",2012,91,"Comedy",6,"Eko Nobel",8,"R13+","Ira Maya Sopha","Qory Sandioriva","Jill Gladys"
"1,653.","Janur Kuning",1979,180,"Drama",7.6,"Alam Rengga Surawidjaja",35,"R13+","Sutopo H.S.","Deddy Sutomo","Kaharudin Syah"
"1,655.","Bibir-Bibir Bergincu",1984,95,"Drama",6.5,"Mardaly Sjarif",11,"R13+","Soendjoto Adibroto","Chintami Atmanegara","Hendra Cipta"
"1,656.","Rumah Pondok Indah",2006,95,"Horror",6.5,"Irwan Siregar",11,"R13+","Chintami Atmanegara","Krissno Bossa","Ricky Harun"
"1,658.","Catatan Si Boy 4",1990,73,"Drama",6.5,"Nasri Cheppy",11,"R13+","Onky Alexander","Yudhi As","Meriam Bellina"
"1,659.","Pesan di Balik Awan",2021,73,"Drama",7.2,"Dyan Sunu Prastowo",18,"R13+","Hanggini","Refal Hady","Girindra Kara"
"1,660.","X-tra Absurd",2020,113,"Comedy",7.2,"Rangga Nattra",18,"PG","Ricky Cuaca","Dania","Sri Hartini"
"1,661.","Dawai 2 Asmara",2010,113,"Comedy",7.2,"Asep Kusdinar",18,"PG","Endri Pelita","Delon","Emily Graham"
"1,662.","SMS: Suka Ma Suka",2009,82,"Comedy",5,"Encep Masduki",14,"PG","Laudya Cynthia Bella","Teuku Wisnu","Rezky Aditya"
"1,663.","Dejavu: Ajian Puter Giling",2015,82,"Horror",5,"Hanny Saputra",27,"PG","Ririn Dwi Aryanti","Ririn Ekawati","Pipien Putri"
"1,664.","Tri Mas Getir",2008,97,"Comedy",5,"Rako Prijanto",27,"PG","Tora Sudiro","Indra Birowo","Vincent Ryan Rompies"
"1,665.","Get Lost: Urban Legend di Benteng Pendem",2018,83,"Horror",4.8,"Chiska Doppert",16,"PG","Maxime Bouttier","Indra Charisma","Aga Dirgantara"
"1,666.","Cowok Bikin Pusing",2011,86,"Drama",4.8,"Winalda E.",16,"PG","Alex Abad","Laudya Cynthia Bella","Marcel Chandrawinata"
"1,667.","Jemari yang menari di atas luka-luka",2019,106,"Short",5.6,"Putri Sarah Amelia",6,"PG","Bonita","Tara Ellena","Wani Siregar"
"1,668.","Gadis marathon",1981,106,"Comedy",5.6,"Chaerul Umam",6,"PG","Jenny Rachman","Roy Marten","Farouk Afero"
"1,669.","Mudik lebaran",2011,96,"Comedy",6.2,"Muchyar Syamas",6,"PG","Wiwid Gunawan","Irwansyah","Leroy Osmani"
"1,670.","Hippies lokal",1976,96,"Comedy",7.9,"Benyamin S.",28,"PG","Hamid Arief","S. Bagio","Benno Benyamin"
"1,672.","Jang djatuh dikaki lelaki",1971,106,"Horror",7.9,"Nico Pelamonia",28,"PG","Rachmat Hidayat","Rima Melati","Rahayu Effendi"
"1,673.","Time",2010,80,"Horror",7.9,"Toto Hoedi",28,"PG","Chintami Atmanegara","Sellen Fernandez","Rocky Jeff"
"1,674.","Love & Faith",2015,100,"Biography",7.9,"Benni Setiawan",28,"PG","Verdi Solaiman","Laura Basuki","Rio Dewanto"
"1,675.","Senyummu Adalah Tangisku",1980,90,"Drama",8.2,"Dasri Jacob",7,"PG","Zainal Abidin","Sofia Amang","Ruslan Basrie"
"1,676.","Rumput-rumput yang bergoyang",1983,90,"Drama",4.3,"Susilo S.W.D.",10,"PG","Yan Bastian","Chitra Dewi","Cherry Ivonne"
"1,677.","Jalanin Aja",2017,88,"Short",4.3,"Joko Anwar",10,"PG","","",""
"1,678.","Permainan Dibalik Tirai",1988,88,"Adventure",4.3,"Maman Firmansyah",10,"PG","Mike Abbott","Atut Agustinanto","Nina Anwar"
"1,681.","Penumpas Ajaran Sesat",1991,76,"Action",7.5,"M. Sharieffudin A.",34,"PG","Bahardin","Muni Cader","Harry Capri"
"1,682.","Langitku Rumahku",1990,103,"Drama",7.5,"Slamet Rahardjo",34,"PG","Baron Ahmadi","Soenaryo Banyu Biru","Pitradjaya Burnama"
"1,683.","Bulan Tertusuk Ilalang",1995,125,"Drama",7.2,"Garin Nugroho",46,"PG","Wiwiek Handawiyah","Bambang S. Jayantoro","Pramana Padmodarmaya"
"1,684.","Putri seorang jendral",1981,99,"Drama",6.2,"Wim Umboh",21,"PG","Zainal Abidin","Chintami Atmanegara","Ardi H.S."
"1,685.","Rocket Rain",2013,99,"Drama",6.2,"Anggun Priambodo",21,"PG","Narpati Arwangga","Rain Chudori","Maya Norman"
"1,686.","Impian Kemarau",2004,86,"Drama",7.4,"Ravi L. Bharwani",18,"PG","Levie Hardigan","Ria Irawan","Jabrik Gelanggang"
"1,688.","Makhluk dari Kubur",1991,72,"Horror",5.4,"S.A. Karim",18,"PG","Hendra Cipta","Yenny Farida","Muni Cader"
"1,689.","Heart-Break.com",2009,105,"Comedy",6.5,"Affandi Abdul Rachman",22,"PG","Ramon Y. Tungka","Raihaanun Soeriaatmadja","Gary M. Iskak"
"1,691.","D'Bijis",2007,90,"Drama",5.7,"Rako Prijanto",48,"PG","Rianti Cartwright","Darius Sinathrya","Tora Sudiro"
"1,692.","Bintang Jatuh",2000,90,"Drama",5.7,"Rudy Soedjarwo",37,"PG","Daniel Arizona","Marcella Zalianty","Dian Sastrowardoyo"
"1,693.","Pocong vs. Kuntilanak",2008,90,"Horror",3.2,"David Purnomo",25,"PG","Ahmad Zaki","Alia Rosa","Aldiansyah Taher"
"1,694.","Sampai Jadi Debu",2021,90,"Drama",5.7,"Eman Pradipta",8,"PG","Erfika Diandra","Diana Gandasari","Yasamin Jasem"
"1,695.","Siluman kera",1988,76,"Horror",5.7,"M. Abnar Romli",8,"PG","Barry Prima","Advent Bangun","Tiara Jacquelina"
"1,697.","Mountain Song",2019,76,"Drama",5.7,"Yusuf Radjamuda",8,"PG","Alqusyairi Radjamuda","Laramputi Radjamuda","Ferdamayan"
"1,699.","Humba Dreams",2019,75,"Drama",7,"Riri Riza",48,"17+","J.S. Khairen","Ully Triani","Ephy Sekuriti"
"1,700.","Si Rawing II",1993,84,"Drama",7.8,"Tommy Burnama",6,"17+","Fahmi Bo","Wingky Haroen","Yoshep Hungan"
"1,701.","Keira",2018,84,"Drama",7.8,"Harry Dagoe",6,"17+","Angelica Simperler","Ray Sahetapy","Ferly Putra"
"1,702.","Shy Shy Cat",2016,102,"Comedy",6.3,"Monty Tiwa",47,"17+","Putri Hermansjah","Fedi Nuril","Nirina Zubir"
"1,703.","Putri Duyung Reborn",2017,88,"Fantasy",5.9,"Fuad Alkhar",11,"17+","Sahrul Gunawan","Mikaila Patritz",""
"1,704.","Rayuan Gombal",1980,88,"Comedy",5.9,"Arizal",11,"17+","Ade","Aditya","Ita Agusta"
"1,706.","Selir Durgaratih III",1994,84,"Drama",7.2,"Willy Wilianto",6,"17+","Eddy Chaniago","Lela Anggraini","Bagoes Z. Galistan"
"1,712.","Noir Spirit Dark Return",2014,100,"Drama",6.1,"Herlambang Hashemi",8,"17+","Arinda Cahyani","Titania Desanta","Herlambang Hashemi"
"1,715.","17 Tahun Ke Atas",2014,83,"Drama",7.4,"Nayato Fio Nuala",13,"17+","Jordi Onsu","Ajun Perwira","Dahlia Poland"
"1,716.","Blok M",1990,83,"Drama",7.4,"Edward Sirait",13,"17+","Desy Ratnasari","Paramitha Rusady","Marwan Alkatiri"
"1,717.","Pocong Kamar Sebelah",2009,80,"Horror",4.3,"Nayato Fio Nuala",27,"17+","Rahma Azhari","Reza Pahlevi","Andrew Roxburgh"
"1,718.","Roman Picisan",1980,94,"Drama",8.2,"Adisoerya Abdi",9,"17+","Pria Bombom","Dorman Borisman","Rahayu Effendi"
"1,719.","Mengejar Mas Mas",2007,94,"Comedy",7.3,"Rudy Soedjarwo",48,"17+","Marcell Anthony","Eddie Karsito","Roy Marten"
"1,720.","The Carousel Never Stops Turning",2017,84,"Drama",6.8,"Ismail Basbeth",24,"17+","Cornelio Sunny","Dhea Ananda","Leilani Hermiasih"
"1,721.","Suwung",2019,88,"Horror",6.7,"Hamka Winovan",22,"17+","Lionil Hendrik","Weni Panca","Inez Fahri"
"1,722.","Mistery in Hongkong",1974,100,"Drama",6.7,"Iksan Lahardi",22,"13+","Hendra Cipta","Eva Devi","Fadly"
"1,723.","Secangkir Kopi Pahit",1985,100,"Drama",6.7,"Teguh Karya",22,"13+","Zainal Abidin","Rina Hasyim","Alex Komang"
"1,724.","Takut: Tujuh Hari Bersama Setan",2015,78,"Horror",6.8,"Nayato Fio Nuala",6,"13+","Andrew Andika","Yudittia Mayang","Aditya Rino"
"1,727.","Daerah jagoan",1991,79,"Action",6.9,"Dhany Firdaus",20,"13+","George Rudy","Yana Achbarie","Tony Damanik"
"1,731.","Cherrybelle: Chibi Chibi Burger",2012,100,"Adventure",6.9,"",20,"13+","","",""
"1,732.","Suami Untuk Mak",2017,100,"Comedy",6.9,"Yosua Rocky",20,"13+","Mas Cemen","Dicky Chandra","Lydia Kandou"
"1,733.","Mursala",2013,100,"Drama",6.9,"Viva Westi",20,"13+","Titi Rajo Bintang","Rio Dewanto","Mongol"
"1,734.","Cinta di Saku Celana",2012,120,"Comedy",6.8,"Fajar Nugros",45,"13+","Donny Alamsyah","Joanna Alexandra","Agus Kuncoro"
"1,735.","Soerabaja '45",1990,120,"Drama",7.9,"Imam Tantowi",21,"13+","Usman Effendy","Leo Kristi","Tuty Kusnendar"
"1,737.","Hatiku dalam hatimu",1973,88,"Drama",5.8,"Frans Totok Ars",5,"13+","Susilo S.W.D.","S. Bono","Tanty Josepha"
"1,739.","Martini",1978,85,"Drama",5.8,"M. Sharieffudin A.",5,"13+","Kusno Sudjarwadi","Faisal Riza","Masito Sitorus"
"1,742.","Pocong Setan Jompo",2009,89,"Horror",3.1,"Findo Purwono",13,"13+","Jonathan Frizzy","Uli Auliani","Bella Esperance"
"1,743.","Hantu Binal Jembatan Semanggi",2009,111,"Horror",4.7,"Gunung Nusa Pelita",28,"13+","Okie Agustina","Cynthiara Alona","Wicky Husein"
"1,744.","Ateng Minta Kawin",1974,111,"Comedy",6.8,"Nya Abbas Akup",10,"13+","Ateng","Iskak","Enny Kusrini"
"1,745.","Tak ingin sendiri",1985,93,"Drama",6.3,"Ida Farida",14,"13+","Rano Karno","Meriam Bellina","Harry Capri"
"1,746.","Southern Winds",1993,112,"Drama",6.3,"Mike De Leon",14,"13+","Shôji Kôkami","Slamet Rahardjo","Cherd Songsri"
"1,748.","Rocker Balik Kampung",2018,90,"Comedy",7.6,"Uli Rahman",10,"13+","Winky Wiryawan","Bisma Karisma","Maryam Supraba"
"1,749.","Anjing-anjing geladak",1972,133,"Comedy",7.6,"Nico Pelamonia",10,"D","Sandy Suwardi Hasan","W.D. Mochtar","Sjuman Djaya"
"1,750.","Love Reborn",2018,98,"Comedy",7.6,"Jay Sukmo",10,"D","Nadya Arina","Ardit Erwandha","Rani Ramadhany"
"1,753.","Darah perjaka",1985,109,"Comedy",5,"Ackyl Anwari",7,"D","Machfud Abud","Advent Bangun","H.I.M. Damsyik"
"1,755.","3 Pocong Idiot",2012,80,"Comedy",4.6,"Nayato Fio Nuala",30,"D","Ajun Perwira","Joshua Suherman","Jordi Onsu"
"1,757.","Godaan Siluman Perempuan",1978,85,"Horror",6.4,"Ackyl Anwari",11,"D","Doris Callebaute","Fadly","Sofia W.D."
"1,758.","Tak Kemal Maka Tak Sayang",2014,85,"Comedy",5.6,"Fajar Bustomi",35,"D","Kemal Palevi","Laudya Cynthia Bella","Indah Permatasari"
"1,760.","Musnahkan Ilmu Santet",1989,74,"Horror",4.4,"Maman Firmansyah",12,"D","Joice Erna","Hengky Tornando","Rudy Salam"
"1,762.","Sayonara",2021,83,"Short",4.3,"Eugene Panji",19,"D","Monita Tahalea","",""
"1,763.","KM 97",2013,83,"Horror",4.3,"Jose Poernomo",19,"D","Restu Sinaga","Febby Febiola","August Melasz"
"1,764.","Arumi, Night Is Blue",2021,84,"Drama",7.5,"Je Yatmoko",8,"D","Tania Ngesta","Dian Pratama","Adam Radja"
"1,765.","Sepuluh",2009,153,"Drama",6,"Henry Riady",17,"D","Ari Wibowo","Rachel Maryam Sayidina","August Melasz"
"1,766.","Perhitungan terakhir",1982,92,"Action",6.3,"Danu Umbara",9,"SU","Barry Prima","Tuty Wasiat","Enny Haryono"
"1,767.","The Shaman",2008,85,"Horror",5.9,"Raditya Sidharta",21,"SU","Oka Antara","Farah Debby","Dirly Idol"
"1,768.","Ku Tak Percaya Kamu Mati",2019,85,"Horror",8.5,"Wimbadi J.P.",24,"SU","Zeeman Artaboga","Raditya Evandra","Kinaryosih"
"1,770.","Dendam manusia harimau",1981,103,"Action",5.9,"Ratno Timoer",23,"13+","Ratno Timoer","Hadisjam Tahax","Dana Christina"
"1,771.","Saya Duluan Dong",1994,83,"Romance",5.9,"Arizal",23,"13+","Rara Azis","H.I.M. Damsyik","Ingrid M.P. Kansil"
"1,772.","The Love Language",2021,138,"Romance",7.1,"Lionil Hendrik",8,"13+","Gesya Shandy","",""
"1,773.","Roda-roda asmara di bukit sentul",1995,138,"Romance",7.1,"Norman Benny",8,"13+","Inneke Koesherawati","Alvin Bahar","Febby Lawrence"
"1,774.","Detik-detik cinta menyentuh",1981,138,"Drama",7.1,"Ali Shahab",8,"13+","Zainal Abidin","Darussalam","Rahayu Effendi"
"1,775.","Setan Facebook",2010,97,"Horror",4.2,"Helfi C.H. Kardit",27,"13+","Chindy Anggrina","Boy Hamzah","Jehan Sienna"
"1,777.","Anak Hoki",2019,97,"Drama",4.7,"Ginanti Rona Tembang Sari",14,"13+","Kenny Austin","Nadine Waworuntu","Lolox"
"1,778.","Asoy Geboy",2008,90,"Comedy",2.3,"Arie Azis",8,"R","Raffi Ahmad","Indah Kalalo","Argo Aa Jimmy"
"1,779.","Darah Janda Kolong Wewe",2009,90,"Horror",3.3,"Mamahit Luigi Donie",18,"R","Dian Aditya","Shiddiq Kamidi","Lia Ladysta"
"1,781.","Tiga Setan Darah dan Cambuk Api Angin",1988,85,"Action",8.3,"Liliek Sudjio",8,"R","Tonny Hidayat","Yurike Prastica","Pong Harjatmo"
"1,782.","Pacar Untuk Adikku",2017,90,"Drama",8.3,"Lucky Afaratu",8,"R","Mischa Chandrawinata","Marcella Daryanani","Megan Domani"
"1,783.","Sentuhan Rumput yang Bergoyang",1986,90,"Comedy",8.3,"Willy Wilianto",8,"R","Harry Capri","Yana Diana","Rosy Fribuana"
"1,787.","Mandala penakluk satria tar tar",1988,72,"Drama",6,"Ackyl Anwari",8,"R","Barry Prima","Advent Bangun","Yurike Prastica"
"1,788.","Kita Versus Korupsi",2012,72,"Drama",6,"Lasja Fauzia",8,"R","Sha Ine Febriyanti","Emil Heradi","Chairun Nissa"
"1,791.","Sweetheart",2010,90,"Drama",6,"Hanny Saputra",8,"R","Joanna Alexandra","Ayu Azhari","Marcel Chandrawinata"
"1,793.","Warisan terlarang",1990,90,"Horror",4,"Abdul Kadir",9,"R","Yatti Octavia","Kang Ibing","Alba Fuad"
"1,795.","Bukan Malin Kundang",2009,90,"Comedy",6,"Iqbal Rais",24,"R","Ringgo Agus Rahman","Deddy Mahendra Desta","Sissy Priscillia"
"1,797.","Pendekar ilmu api",1989,82,"Action",6.9,"M. Sharieffudin A.",57,"17+","Yacob Essad","Esterlita","Emma Febry"
"1,799.","Rindu Kami Padamu",2004,100,"Drama",6.9,"Garin Nugroho",57,"17+","Sakurta H. Ginting","Didi Petet","Jaja Mihardja"
"1,800.","Nay",2015,80,"Drama",6.9,"Djenar Maesa Ayu",13,"17+","Sha Ine Febriyanti","Cinta Ramlan","Farishad I. Latjuba"
"1,801.","Sundul Gan: The Story of Kaskus",2016,89,"Biography",8.6,"Naya Anindita",33,"D","Ahmad Affandy","Pamela Bowie","Andre Bablo Fardanish"
"1,802.","Tabir biru",1993,100,"Drama",7,"Muchlis Raya",93,"17+","Rhoma Irama","Ida Iasha","Ria Irawan"
"1,803.","7 Hari 24 Jam",2014,97,"Drama",7,"Fajar Nugros",93,"17+","Lukman Sardi","Dian Sastrowardoyo","Henky Solaiman"
"1,804.","Mama Minta Pulsa",2012,75,"Comedy",6.8,"Nuri Dahlia",42,"17+","Shinta Bachir","Nikita Mirzani","Rizky Mocil"
"1,805.","Serbuan halilintar",1982,85,"Horror",6.8,"Arizal",42,"17+","Mathias Agus","Eva Arnaz","Enny Beatrice"
"1,808.","Ratu KostMopolitan",2010,85,"Comedy",6,"Ody C. Harahap",22,"17+","Luna Maya","Adi Kurdi","Fathir Muchtar"
"1,809.","Kabut Sutra Ungu",1979,127,"Drama",7.6,"Sjuman Djaya",16,"17+","Jenny Rachman","Roy Marten","Wahab Abdi"
"1,813.","The Lawyers: Pokrol Bambu",2019,90,"Comedy",4.1,"Dicky Chandra",9,"17+","Kartika Berliana","Roy Marten","Jerio Jefry"
"1,814.","Tragedi",2001,120,"Action",4.1,"Rudy Soedjarwo",9,"SU","Titi Kamal","Rako Prijanto","Gary M. Iskak"
"1,816.","Apakah Cinta Sudah Mati",2016,116,"Fantasy",7.7,"Jeremy Ivander",37,"SU","Jason Sebastian","",""
"1,817.","Tiga sekawan: Iiih... hantu...!",2013,116,"Adventure",7.7,"Ivan Alvameiz",37,"SU","Rizky Black","Stefhani Zamora Husen","Dandy Rainaldy"
"1,818.","Hattrick",2012,104,"Action",7.7,"Robert Ronny",37,"SU","Arumy Bachsin","Pong Harjatmo","Michael Jakarimilena"
"1,820.","Jampang II",1990,116,"Drama",7.6,"S.A. Karim",37,"SU","Barry Prima","Yoshep Hungan","Rudy Wahab"
"1,821.","Sebelah mata",2008,116,"Drama",7.6,"Rudy Soedjarwo",37,"SU","Thya Ariestya","Abimana Aryasatya","Rina Hasyim"
"1,823.","Carok",1985,92,"Action",6.8,"Imam Tantowi",8,"SU","Barry Prima","Advent Bangun","El Manik"
"1,824.","Seandainya",2012,82,"Drama",6.3,"Nayato Fio Nuala",8,"SU","Christ Laurent","Dinda Hauw","Billy As"
"1,825.","Aisyah: Biarkan Kami Bersaudara",2016,80,"Drama",8.3,"Herwin Novianto",11,"SU","Laudya Cynthia Bella","Agung Isya Almasie Benu","Wilhelmina Seo Enok"
"1,826.","Isyarat",2013,80,"Drama",4.4,"Adhyatmika",11,"SU","Donny Alamsyah","Asmirandah","Reza Rahadian"
"1,827.","Glitch: Tersesat dalam Waktu",2009,95,"Sci-Fi",4.4,"David Purnomo",11,"SU","Fikha Effendi","Amanda Faried","Andhika Pratama"
"1,828.","Kugapai cintamu",1977,95,"Drama",6.3,"Wim Umboh",9,"SU","M. Pandji Anom","Dorman Borisman","Awang Darmawan"
"1,829.","Romansa: Gending Cinta di Tanah Turki",2016,95,"Drama",6.3,"Bambang Drias",9,"SU","Wicaksono","",""
"1,830.","Reinkarnasi",2000,95,"Action",6.3,"Dede Yusuf",9,"SU","Adipura","Adjie Pangestu","Nathalie Widyanti"
"1,833.","Hantu Aborsi",2008,90,"Horror",2.6,"Toto Hoedi",19,"SU","Happy Salma","Okan Kornelius","Bulan Ayu"
"1,834.","Ikut-ikutan",1990,82,"Comedy",2.9,"Arizal",11,"SU","Mathias Agus","Fuad Alkatiri","Ayu Azhari"
"1,835.","Lihat Boleh, Pegang Jangan",2010,95,"Comedy",2.9,"Findo Purwono",11,"SU","Shinta Bachir","Derry Drajat","Steve Emmanuel"
"1,836.","Dendam Anak Buangan",1987,89,"Action",7,"Dasri Jacob",29,"SU","Wenny Rosaline","Yurike Prastica","Yan Bastian"
"1,837.","Si Mamad",1973,111,"Comedy",7,"Sjuman Djaya",29,"SU","Ernie Djohan","Sandy Suwardi Hasan","Rina Hasyim"
"1,842.","Cai Lan Gong",2015,83,"Horror",5.8,"David Purnomo",11,"SU","Ineke Valentina","Ronny P. Tjandra","Anthony Xie"
"1,843.","Tebus",2011,100,"Crime",4.3,"Muhammad Yusuf",16,"SU","Tio Pakusadewo","Chintami Atmanegara","Revaldo"
"1,844.","Menyibak kabut cinta",1986,93,"Drama",7.7,"Willy Wilianto",12,"SU","Ida Leoretta","Antony Norman K.","Ruslan Basrie"
"1,846.","Bluebell",2021,82,"Drama",5.4,"Muhammad Yusuf",33,"SU","Regina Rengganis","Qausar Harta Yudana","Ncess Nabati"
"1,848.","A Fistful of Dragon",1981,78,"Action",5.4,"Iksan Lahardi",33,"SU","Vita Fatimah","Johnny Hong Kong","Beng Ito"
"1,849.","Jingga",2016,102,"Drama",7.5,"Lola Amaria",10,"SU","Ray Sahetapy","Keke Soeryo","Joshua Pandelaki"
"1,850.","Naura & Genk Juara the Movie",2017,103,"Adventure",5.6,"Eugene Panji",63,"SU","Adyla Rafa Naura Ayu","Joshua Rundengan","Vickram Abdul Faqih Priyono"
"1,851.","Bodyguard Ugal-Ugalan",2018,91,"Comedy",5.6,"Irham Acho Bahtiar",63,"13+","Syahrini","Tamara Blezinski","Boris Bokir"
"1,853.","Krakatau",1977,105,"Action",4.8,"Sandy Suwardi Hasan",12,"13+","Advent Bangun","Muni Cader","Awang Darmawan"
"1,854.","Gadis Bionik",1982,90,"Action",6.4,"Ali Shahab",10,"13+","Hamid Arief","Eva Arnaz","Dorman Borisman"
"1,856.","Nasib si miskin",1977,105,"Comedy",6.9,"Jopi Burnama",63,"13+","Mathias Agus","Doris Callebaute","Malino Djunaedy"
"1,857.","Aku, Kau, & KUA",2014,105,"Comedy",6.9,"Monty Tiwa",63,"13+","Adipati Dolken","Eriska Rein","Nina Zatulini"
"1,859.","Tukang Ojek Pengkolan",2015,98,"Drama",5.2,"Eza Yayang",31,"SU","Andri Sulistiandri","Ranty Purnamasari","Furry Setya Raharja"
"1,860.","Tim Pegulat: Terinspirasi dari lagu IRAMA",2021,98,"Short",5.2,"Kunto Aji",31,"SU","Surya Penny","Sal Priadi","Koen Hilal"
"1,861.","Takdir Marina",1986,98,"Drama",5.2,"Wahab Abdi",31,"SU","Ida Iasha","Roy Marten","Sofia Amang"
"1,862.","Ada Kamu, Aku Ada",2008,90,"Drama",5.2,"Rizal Mantovani",31,"SU","Bunga Citra Lestari","Andhika Pratama","Rama Michael"
"1,863.","Sarang Kuntilanak",2008,90,"Horror",3.8,"Nayato Fio Nuala",23,"SU","Ayu Andhika","Ikbal Azhari","Elena Lubis"
"1,864.","Terowongan Rumah Sakit",2009,90,"Horror",6.1,"Helfi C.H. Kardit",10,"SU","Rifky Balweel","Sarah Shafitri","Henidar Amroe"
"1,866.","Kau tercipta untukku",1980,95,"Comedy",5.7,"Susilo S.W.D.",44,"SU","Lydia Kandou","Rano Karno","Riena Sari"
